http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=22,"Hazardous Materials Information Review Commission","Cistel Technology",1100890428,2008-09-08,"IT Database Management","08/09/2008 - 31/03/2009",,83349.00,-
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=23,"Hazardous Materials Information Review Commission",Altis,1100895280,2008-09-25,"Temporary Help","25/09/2008 - 30/11/2008",,14883.00,-
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=19,"Hazardous Materials Information Review Commission","Society Ardeen Inc.",1100849767,2008-06-02,Translation,"01/06/2008 - 31/03/2009",,24999.99,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=20,"Hazardous Materials Information Review Commission","Intersol Group",1100880056,2008-07-25,"Strategic Planning","25/07/2008 - 30/11/2008",,21656.25,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=21,"Hazardous Materials Information Review Commission","Naut&#39;sa mawt Resources Group Inc.",1100857128,2008-05-05,"Human Resources Consultant","05/05/2008 - 31/08/2008",,23520.00,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=17,"Hazardous Materials Information Review Commission","Environmental &amp; Population Health Consulting Services",1100780540,2007-09-10,"0491 Management Consulting","2007-09-10 to 2008-01-31",,24422.40,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=18,"Hazardous Materials Information Review Commission","MaxSys Aboriginal Services",1100773195,2007-07-26,"0813 Temporary Help Services","2007-07-27 to 2007-09-30",,30210.00,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=16,"Hazardous Materials Information Review Commission","Naut&#39;sa mawt Resources Group",1100747886,2007-04-17,"0491 Management consulting","2007-04-17 to 2007-12-31",,27891.78,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=12,"Hazardous Materials Information Review Commission","MaxSys Aboriginal Services",1100733464,2007-03-16,"0813 Temporary Help Services","2007-03-19 to 2007-08-03",,55966.41,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=13,"Hazardous Materials Information Review Commission","Visual Planning Corporation",1100728735,2007-03-06,"1231 Office Furniture and Furnishings, including Parts","2007-03-06 to 2007-03-31",,10269.24,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=14,"Hazardous Materials Information Review Commission","Cistel Technology Inc.",1100721277,2007-02-14,"0813 Temporary Help Services","2007-02-15 to 2007-03-30",,10600.00,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=15,"Hazardous Materials Information Review Commission","Environmental &amp; Population Health Consulting Services",1100716492,2007-02-06,"0491 Management Consulting","2007-02-06 to 2007-03-31",,19504.00,
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=8,"Hazardous Materials Information Review Commission","Naut&#39;sa mawt Resources Group",1100652330,2006-05-30,"0491 Management consulting","2006-06-01 to 2007-03-31",,74900.00,"Note: This contact pertains to first quarter"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=9,"Hazardous Materials Information Review Commission","Synerma Inc.",1100658093,2006-07-26,"0491 Management consultling","2006-07-31 to 2007-01-31",,19610.00,"Note: This contact pertains to first quarter"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=10,"Hazardous Materials Information Review Commission","MaxSys Professionals &amp; Solutions Inc.",1100682905,2006-09-26,"0813 Temporary Help","2006-10-04 to 2007-02-07",,41403.60,"Note: This contact pertains to first quarter"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=11,"Hazardous Materials Information Review Commission","The Associates Group of Companies",1100683960,2006-09-29,"0813 Temporary Help","2006-10-02 to 2007-01-12",,14274.23,"Note: This contact pertains to first quarter"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=5,"Hazardous Materials Information Review Commission","Stratum Associates Ltd.",1100524201,2005-02-08,"0491 Management consulting","2005-02-08 to 2005-03-31",,24931.00,"Design and develop of Conflict Management / Dispute Resolution training program for HMIRC&rsquo;s employees"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=6,"Hazardous Materials Information Review Commission","Roger Eyvindson",1100525765,2005-02-14,"0491 Management consulting","2005-02-14 to 2005-03-31",,25000.00,"Drafting of key documents"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=7,"Hazardous Materials Information Review Commission","BMR Direct Company",1100531783,2005-03-03,"0491 Management consulting","2005-03-03 to 2005-03-31",,12840.00,"Hazardous Materials Information Review Commission Awareness Project"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=3,"Hazardous Materials Information Review Commission","Stratum Associates Ltd.",1100489512,2004-09-23,"0491 Management consulting","2004-11-04 to 2005-02-29",,24556.00,"This contract is to develop a comprehensive, systematic and ongoing dispute resolution evaluation process"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=4,"Hazardous Materials Information Review Commission","Beals, Lalonde and Associates",1100490113,2004-10-04,"0491 Management consulting","2004-10-04 to 2004-12-31",,25000.00,"To provide/arrange and facilitate for a Commission senior management strategic retreat and development of an HMIRC strategic and business plan"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=1,"Hazardous Materials Information Review Commission","A+ Web Creations",1100458835,2004-04-01,"0472 Information technology consultants","2004-04-01 to 2005-03-31",,25000.00,"To provide a variety of ongoing services related to HMIRC&#39;s Web site, including updates and maintenance"
http://www.hmirc-ccrmd.gc.ca/disclosure-divulgation/10k-10mil/view_contract-eng.php?contractid=2,"Hazardous Materials Information Review Commission","Le Groupe-conseil baastel lt&eacute;e",1100464781,2004-06-28,"0494 Translation services","2004-06-28 to 2005-03-31",,16050.00,"To provide translation services"
